pile,ward,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15
Nolan,9,1,Nolan,Bullister,Carlone,Toner,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Siddiqui,Sobrinho-Wheeler,Zondervan,Toner,Mallon,McGovern,Simmons,,,,,,
Nolan,9,1,Nolan,Carlone,Toner,Azeem,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Siddiqui,McGovern,,,,,,,,,,,
Nolan,9,1,Nolan,,,,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,Bullister,Zondervan,Hicks,McGovern,Sobrinho-Wheeler,,,,,,,
Nolan,9,1,Nolan,Skeadas,Bullister,Mallon,McGovern,Williams,Zondervan,Simmons,Siddiqui,Carlone,,,,,
Nolan,9,1,Nolan,Carlone,Bullister,,,,,,,,,,,,
Nolan,9,1,Nolan,McGovern,Siddiqui,Mallon,Toner,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Toner,Azeem,,,,,,,,,,,
Nolan,9,1,Nolan,McGovern,Sobrinho-Wheeler,,,,,,,,,,,,
Nolan,9,1,Nolan,Williams,Toner,Carlone,,,,,,,,,,,
Nolan,9,1,Nolan,,,,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,,,,,,,,,,,,
Nolan,9,1,Nolan,Siddiqui,Simmons,Skeadas,Carlone,Zondervan,Sobrinho-Wheeler,,,,,,,,
Nolan,9,1,Nolan,Carlone,,,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Siddiqui,Mallon,McGovern,Azeem,Zondervan,Williams,Sobrinho-Wheeler,,,,,,
Nolan,9,1,Nolan,Williams,Carlone,Bullister,Siddiqui,Sobrinho-Wheeler,Toner,Skeadas,McGovern,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,,,,,,,,,,,,
Nolan,9,1,Nolan,Simmons,Toner,Eckstut,Williams,McGovern,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Toner,McGovern,Skeadas,Levy,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Zondervan,Bullister,Williams,Skeadas,Sobrinho-Wheeler,,,,,,,,
Nolan,9,1,Nolan,Carlone,Bullister,Williams,Siddiqui,Zondervan,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Siddiqui,McGovern,Williams,Mallon,Bullister,Skeadas,,,,,,,
Nolan,9,1,Nolan,Williams,Carlone,,,,,,,,,,,,
Nolan,9,1,Nolan,Zondervan,Carlone,Siddiqui,Sobrinho-Wheeler,Skeadas,,,,,,,,,
Nolan,9,1,Nolan,Williams,Carlone,Zondervan,Toner,,,,,,,,,,
Nolan,9,1,Nolan,McGovern,Siddiqui,Carlone,Simmons,Zondervan,Skeadas,Mallon,Toner,Sobrinho-Wheeler,,,,,
Nolan,9,1,Nolan,Siddiqui,McGovern,Mallon,Zondervan,Sobrinho-Wheeler,Bullister,Azeem,Skeadas,,,,,,
Nolan,9,1,Nolan,Toner,Skeadas,,,,,,,,,,,,
Nolan,9,1,Nolan,Williams,Toner,Carlone,McGovern,Mallon,Moree,,,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,,,,,,,,,,,,
Nolan,9,1,Nolan,Skeadas,Carlone,Azeem,Williams,Hicks,,,,,,,,,
Nolan,9,1,Nolan,Toner,,,,,,,,,,,,,
Nolan,9,1,Nolan,Siddiqui,,,,,,,,,,,,,
Nolan,9,1,Nolan,Williams,Toner,Carlone,,,,,,,,,,,
Nolan,9,1,Nolan,,,,,,,,,,,,,,
Nolan,9,1,Nolan,Simmons,Toner,,,,,,,,,,,,
Nolan,9,1,Nolan,Zondervan,Williams,Skeadas,Siddiqui,Sobrinho-Wheeler,Azeem,Hicks,,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,Bullister,,,,,,,,,,,
Nolan,9,1,Nolan,Williams,Carlone,Bullister,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Siddiqui,Zondervan,Sobrinho-Wheeler,Bullister,Mallon,Skeadas,Williams,Simmons,Levy,,,,
Nolan,9,1,Nolan,Zondervan,Sobrinho-Wheeler,Bullister,Azeem,Skeadas,Carlone,Siddiqui,,,,,,,
Nolan,9,1,Nolan,Williams,Carlone,Skeadas,Bullister,,,,,,,,,,
Nolan,9,1,Nolan,Sobrinho-Wheeler,Siddiqui,Carlone,Azeem,Mallon,Skeadas,Hicks,Bullister,Zondervan,Simmons,,,,
Nolan,9,1,Nolan,Carlone,Williams,Bullister,,,,,,,,,,,
Nolan,9,1,Nolan,Siddiqui,Williams,Carlone,Sobrinho-Wheeler,Zondervan,Skeadas,Hicks,,,,,,,
Nolan,9,1,Nolan,Williams,Carlone,Toner,McGovern,Siddiqui,Zondervan,Bullister,Hicks,,,,,,
Nolan,9,1,Nolan,Carlone,Mallon,Siddiqui,Williams,McGovern,,,,,,,,,
Nolan,9,1,Nolan,McGovern,Toner,Zondervan,Williams,Siddiqui,,,,,,,,,
Nolan,9,1,Nolan,Siddiqui,Williams,Mallon,Carlone,Skeadas,Zondervan,Simmons,Toner,,,,,,
Nolan,9,1,Nolan,Siddiqui,Mallon,McGovern,Sobrinho-Wheeler,,,,,,,,,,
Nolan,9,1,Nolan,Siddiqui,Zondervan,Sobrinho-Wheeler,McGovern,Bullister,Williams,,,,,,,,
Nolan,9,1,Nolan,Skeadas,Carlone,Williams,,,,,,,,,,,
Nolan,9,1,Nolan,McGovern,Siddiqui,,,,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,Bullister,,,,,,,,,,,
Nolan,9,1,Nolan,Zondervan,Williams,Mallon,Skeadas,Siddiqui,Simmons,Carlone,Pierre,,,,,,
Nolan,9,1,Nolan,Siddiqui,Mallon,Zondervan,Skeadas,,,,,,,,,,
Nolan,9,1,Nolan,Toner,Mallon,McGovern,Siddiqui,Williams,,,,,,,,,
Nolan,9,1,Nolan,Carlone,Williams,Bullister,McGovern,Siddiqui,Simmons,Mallon,Sobrinho-Wheeler,Zondervan,Skeadas,,,,
Nolan,9,1,Nolan,Carlone,Williams,Bullister,McGovern,Toner,,,,,,,,,
Nolan,9,1,Nolan,Simmons,Moree,,,,,,,,,,,,
Nolan,9,1,Nolan,Williams,,,,,,,,,,,,,
Nolan,9,1,Nolan,Toner,Carlone,McGuirk,Simmons,Pierre,Levy,Bullister,,,,,,,
Nolan,9,1,Nolan,McGovern,Siddiqui,Zondervan,Simmons,,,,,,,,,,
Nolan,9,1,Nolan,Siddiqui,Skeadas,Mallon,Simmons,Zondervan,Sobrinho-Wheeler,Williams,Hicks,Levy,,,,,
Nolan,9,1,Nolan,Siddiqui,Sobrinho-Wheeler,Mallon,Toner,Williams,Zondervan,McGovern,,,,,,,
Nolan,9,1,Nolan,Toner,McGuirk,Simmons,Levy,Pierre,Williams,Carlone,Bullister,,,,,,
Nolan,9,1,Nolan,Azeem,Bullister,Siddiqui,Mallon,Carlone,Williams,McGovern,Zondervan,Sobrinho-Wheeler,Skeadas,,,,
Nolan,6,1,Nolan,Carlone,McGovern,Williams,Skeadas,Mallon,Hicks,Sobrinho-Wheeler,,,,,,,
Nolan,6,1,Nolan,Zondervan,Bullister,McGovern,Sobrinho-Wheeler,Skeadas,Siddiqui,Azeem,Mallon,Carlone,Williams,Eckstut,Hicks,Simmons,Toner
Nolan,6,1,Nolan,Carlone,McGovern,Mallon,Siddiqui,Simmons,Sobrinho-Wheeler,Zondervan,Bullister,Azeem,Levy,,,,
Nolan,6,1,Nolan,Zondervan,Sobrinho-Wheeler,Skeadas,Carlone,Williams,Azeem,Siddiqui,Simmons,,,,,,
Nolan,6,1,Nolan,McGovern,Simmons,Carlone,Mallon,Siddiqui,Zondervan,Sobrinho-Wheeler,Williams,Bullister,Toner,Skeadas,Azeem,,
Nolan,6,1,Nolan,Williams,Mallon,Carlone,Bullister,Simmons,Siddiqui,McGovern,,,,,,,
Nolan,6,1,Nolan,Williams,Carlone,Zondervan,,,,,,,,,,,
Nolan,6,1,Nolan,Simmons,Skeadas,Williams,Carlone,Hicks,,,,,,,,,
Nolan,6,1,Nolan,Bullister,Levy,Zondervan,Azeem,Siddiqui,Toner,Skeadas,Mallon,,,,,,
Nolan,6,1,Nolan,Carlone,Williams,Bullister,Mallon,Hicks,McGovern,Siddiqui,Azeem,,,,,,
Nolan,6,1,Nolan,Williams,Zondervan,Mallon,Siddiqui,McGovern,Sobrinho-Wheeler,,,,,,,,
Nolan,6,1,Nolan,McGovern,Levy,Mallon,Siddiqui,Skeadas,Carlone,,,,,,,,
Nolan,6,1,Nolan,Zondervan,Sobrinho-Wheeler,Skeadas,Carlone,Williams,Azeem,Siddiqui,Simmons,,,,,,
Nolan,6,1,Nolan,Carlone,Williams,,,,,,,,,,,,
Nolan,6,1,Nolan,McGovern,Simmons,Carlone,Mallon,Siddiqui,,,,,,,,,
Nolan,6,1,Nolan,Siddiqui,Simmons,Skeadas,Zondervan,McGovern,,,,,,,,,
Nolan,6,1,Nolan,Skeadas,Siddiqui,Simmons,Williams,,,,,,,,,,
Nolan,6,1,Nolan,McGovern,,,,,,,,,,,,,
Nolan,6,1,Nolan,Simmons,Skeadas,Toner,McGuirk,,,,,,,,,,
Nolan,6,1,Nolan,Levy,Skeadas,Mallon,McGovern,Toner,,,,,,,,,
Nolan,6,1,Nolan,McGovern,,,,,,,,,,,,,
Nolan,6,1,Nolan,Zondervan,Bullister,Skeadas,Williams,Sobrinho-Wheeler,Simmons,Toner,,,,,,,
Nolan,6,1,Nolan,Carlone,McGovern,Mallon,Skeadas,Carlone,Eckstut,Hicks,Levy,,,,,,
Nolan,6,1,Nolan,Williams,Zondervan,Write-in #1,,,,,,,,,,,
Nolan,6,1,Nolan,Simmons,Sobrinho-Wheeler,Zondervan,Hicks,Williams,Skeadas,,,,,,,,
Nolan,6,1,Nolan,Toner,Skeadas,McGovern,,,,,,,,,,,
Nolan,6,1,Nolan,Carlone,Mallon,Williams,Simmons,Toner,Moree,,,,,,,,
Nolan,6,1,Nolan,Williams,Zondervan,Simmons,,,,,,,,,,,
Nolan,6,1,Nolan,Williams,Mallon,Carlone,,,,,,,,,,,
Nolan,6,1,Nolan,Toner,Carlone,McGovern,Williams,Mallon,Skeadas,Zondervan,,,,,,,
Nolan,6,1,Nolan,Mallon,Carlone,Williams,Toner,Siddiqui,,,,,,,,,
Nolan,6,1,Nolan,Siddiqui,Simmons,Sobrinho-Wheeler,Zondervan,Mallon,Bullister,Skeadas,McGuirk,,,,,,
Nolan,6,1,Nolan,Sobrinho-Wheeler,Siddiqui,Williams,McGovern,Zondervan,Carlone,Mallon,Skeadas,Pierre,Azeem,Hicks,Simmons,McGuirk,Toner
Nolan,6,1,Nolan,Williams,Siddiqui,Simmons,Zondervan,,,,,,,,,,
Nolan,6,1,Nolan,Toner,Carlone,McGovern,Siddiqui,,,,,,,,,,
Nolan,6,1,Nolan,McGovern,Simmons,Mallon,,,,,,,,,,,
Nolan,6,1,Nolan,Carlone,,,,,,,,,,,,,
Nolan,6,1,Nolan,Simmons,Mallon,,,,,,,,,,,,
Nolan,6,1,Nolan,Williams,Azeem,,,,,,,,,,,,
Nolan,6,1,Nolan,Williams,Toner,Simmons,Zondervan,,,,,,,,,,
Nolan,6,1,Nolan,Azeem,Bullister,,,,,,,,,,,,
Nolan,6,1,Nolan,Carlone,Williams,Bullister,Siddiqui,,,,,,,,,,
Nolan,6,1,Nolan,Siddiqui,McGovern,Mallon,Zondervan,Carlone,Sobrinho-Wheeler,Bullister,Williams,Skeadas,Azeem,Eckstut,Hicks,Simmons,
Nolan,6,1,Nolan,Toner,Bullister,Simmons,Williams,Carlone,McGovern,,,,,,,,
Nolan,6,1,Nolan,Williams,Zondervan,Carlone,Sobrinho-Wheeler,Skeadas,Bullister,Mallon,,,,,,,
Nolan,6,1,Nolan,Sobrinho-Wheeler,Zondervan,Levy,Azeem,,,,,,,,,,
Nolan,6,1,Nolan,Williams,Azeem,Carlone,Bullister,Siddiqui,Sobrinho-Wheeler,Zondervan,Skeadas,McGovern,Toner,,,,
Nolan,6,1,Nolan,Williams,Bullister,Simmons,Carlone,,,,,,,,,,
Nolan,6,1,Nolan,Carlone,McGovern,Williams,Skeadas,Mallon,Hicks,Sobrinho-Wheeler,,,,,,,
Nolan,6,1,Nolan,Simmons,Zondervan,McGovern,McGuirk,,,,,,,,,,
Nolan,6,1,Nolan,Toner,Moree,Hicks,McGovern,Bullister,Siddiqui,Pierre,Mallon,,,,,,
Nolan,6,1,Nolan,Williams,Mallon,Carlone,Bullister,Simmons,Siddiqui,McGovern,,,,,,,
Nolan,6,1,Nolan,Sobrinho-Wheeler,Mallon,Williams,Bullister,McGovern,Simmons,Siddiqui,Carlone,Zondervan,Moree,Hicks,Eckstut,Skeadas,Toner
Nolan,6,1,Nolan,Mallon,Zondervan,Siddiqui,Sobrinho-Wheeler,Simmons,Carlone,McGovern,Williams,,,,,,
Nolan,6,1,Nolan,Siddiqui,Mallon,Skeadas,Sobrinho-Wheeler,Carlone,Williams,,,,,,,,
Nolan,6,1,Nolan,Pierre,Williams,,,,,,,,,,,,
Nolan,6,1,Nolan,Williams,Toner,Simmons,Zondervan,Levy,,,,,,,,,
Nolan,6,1,Nolan,Pierre,Williams,,,,,,,,,,,,
Nolan,6,1,Nolan,Sobrinho-Wheeler,Zondervan,Levy,Azeem,Toner,Bullister,Williams,,,,,,,
Nolan,6,1,Nolan,McGovern,Mallon,Skeadas,Simmons,Zondervan,Toner,Williams,,,,,,,
Nolan,6,1,Nolan,Williams,Azeem,Carlone,Bullister,Siddiqui,Sobrinho-Wheeler,Zondervan,Skeadas,McGovern,,,,,
Nolan,6,1,Nolan,Siddiqui,Williams,Mallon,Carlone,Zondervan,McGovern,Sobrinho-Wheeler,Simmons,Toner,McGuirk,,,,
Nolan,6,1,Nolan,Zondervan,Bullister,Carlone,Williams,,,,,,,,,,
Nolan,11,1,Nolan,Siddiqui,McGovern,Mallon,Azeem,Skeadas,Williams,,,,,,,,
Nolan,11,1,Nolan,Carlone,McGovern,,,,,,,,,,,,
Nolan,11,1,Nolan,Mallon,Skeadas,Sobrinho-Wheeler,Carlone,McGuirk,Bullister,Zondervan,Simmons,,,,,,
Nolan,11,1,Nolan,,,,,,,,,,,,,,
Nolan,11,1,Nolan,Siddiqui,Simmons,,,,,,,,,,,,
Nolan,11,1,Nolan,Mallon,Pierre,,,,,,,,,,,,
Nolan,11,1,Nolan,Simmons,Skeadas,Sobrinho-Wheeler,Zondervan,Bullister,,,,,,,,,
Nolan,11,1,Nolan,,,,,,,,,,,,,,
Nolan,11,1,Nolan,Siddiqui,Simmons,,,,,,,,,,,,
Nolan,11,1,Nolan,Simmons,Siddiqui,Mallon,Toner,Pierre,Moree,,,,,,,,
Nolan,11,1,Nolan,Mallon,McGuirk,Carlone,Eckstut,Hicks,,,,,,,,,
Nolan,11,1,Nolan,Carlone,Mallon,,,,,,,,,,,,
Nolan,11,1,Nolan,Williams,Zondervan,Sobrinho-Wheeler,Skeadas,Siddiqui,Hicks,Simmons,McGovern,Toner,McGuirk,,,,
Nolan,11,1,Nolan,Williams,Carlone,,,,,,,,,,,,
Nolan,11,1,Nolan,Bullister,Siddiqui,Skeadas,McGovern,Sobrinho-Wheeler,Zondervan,Mallon,Toner,Williams,Simmons,Azeem,McGuirk,Eckstut,Hicks
Nolan,11,1,Nolan,Bullister,Siddiqui,Skeadas,McGovern,Sobrinho-Wheeler,Zondervan,Mallon,Toner,Williams,Simmons,Azeem,McGuirk,Carlone,Hicks
Nolan,11,1,Carlone,Bullister,Azeem,Eckstut,Nolan,Moree,,,,,,,,,
Nolan,11,1,Nolan,Simmons,Skeadas,Toner,,,,,,,,,,,
Nolan,11,1,Nolan,Skeadas,Williams,Carlone,Zondervan,Sobrinho-Wheeler,Siddiqui,Hicks,Bullister,,,,,,
Nolan,11,1,Nolan,Simmons,McGovern,,,,,,,,,,,,
Nolan,11,1,Nolan,Pierre,Siddiqui,Simmons,Skeadas,Sobrinho-Wheeler,Toner,Williams,Zondervan,Carlone,,,,,
Nolan,11,1,Nolan,Simmons,Pierre,Siddiqui,Toner,,,,,,,,,,
Nolan,11,1,Nolan,Siddiqui,Simmons,,,,,,,,,,,,
Nolan,11,1,Nolan,Williams,Zondervan,Sobrinho-Wheeler,Skeadas,Siddiqui,Hicks,Simmons,McGovern,Toner,McGuirk,,,,
Nolan,1,2,Nolan,Bullister,Carlone,Toner,Zondervan,Williams,,,,,,,,,
Nolan,1,2,Nolan,Carlone,McGovern,Zondervan,Siddiqui,Simmons,Toner,,,,,,,,
Nolan,1,2,Nolan,Toner,,,,,,,,,,,,,
Nolan,1,2,Nolan,Toner,Levy,Mallon,Carlone,Siddiqui,Williams,Azeem,Bullister,,,,,,
Nolan,1,2,Nolan,Carlone,Williams,,,,,,,,,,,,
Nolan,1,2,Nolan,Carlone,Zondervan,Bullister,McGovern,Mallon,Simmons,Sobrinho-Wheeler,Williams,Toner,McGuirk,Skeadas,,,
Nolan,1,2,Nolan,Williams,Zondervan,Moree,Bullister,Eckstut,Pierre,Skeadas,,,,,,,
Nolan,1,2,Nolan,Williams,Carlone,Siddiqui,Levy,Bullister,,,,,,,,,
Nolan,1,2,Nolan,Williams,Carlone,Bullister,Toner,Skeadas,Zondervan,Siddiqui,Mallon,Azeem,Eckstut,Hicks,McGovern,Sobrinho-Wheeler,Pierre
Nolan,1,2,Nolan,Siddiqui,McGuirk,,,,,,,,,,,,
Nolan,1,2,Nolan,Williams,Carlone,,,,,,,,,,,,
Nolan,1,2,Nolan,Siddiqui,McGovern,Toner,Mallon,McGuirk,Simmons,Sobrinho-Wheeler,Azeem,Skeadas,Hicks,Williams,,,
Nolan,1,2,Nolan,Siddiqui,Simmons,Sobrinho-Wheeler,Zondervan,Carlone,Mallon,McGovern,,,,,,,
Nolan,1,2,Nolan,,,,,,,,,,,,,,
Nolan,1,2,Nolan,Simmons,Sobrinho-Wheeler,,,,,,,,,,,,
Nolan,1,2,Nolan,Skeadas,Siddiqui,Azeem,Zondervan,Sobrinho-Wheeler,Bullister,,,,,,,,
Nolan,1,2,Nolan,Zondervan,Williams,Carlone,Bullister,Siddiqui,McGovern,Hicks,Simmons,Skeadas,Toner,Pierre,McGuirk,Moree,Eckstut
Nolan,1,2,Nolan,Mallon,Simmons,Siddiqui,Skeadas,Williams,Bullister,Hicks,Sobrinho-Wheeler,McGovern,Azeem,Toner,McGuirk,Eckstut,
Nolan,1,2,Nolan,Zondervan,Carlone,Simmons,Skeadas,McGovern,Sobrinho-Wheeler,Toner,,,,,,,
Nolan,1,2,Nolan,Williams,Zondervan,,,,,,,,,,,,
Nolan,1,2,Nolan,Zondervan,Toner,Siddiqui,McGovern,Carlone,Williams,Simmons,Hicks,Bullister,Azeem,Skeadas,Sobrinho-Wheeler,Pierre,Mallon
Nolan,1,2,Nolan,Carlone,Zondervan,Siddiqui,Mallon,Azeem,Sobrinho-Wheeler,,,,,,,,
Nolan,1,2,Nolan,Simmons,Carlone,Azeem,Mallon,Siddiqui,Williams,McGovern,Toner,,,,,,
Nolan,1,2,Nolan,Bullister,Simmons,,,,,,,,,,,,
Nolan,1,2,Nolan,Williams,Zondervan,Bullister,Moree,Eckstut,Pierre,Skeadas,,,,,,,
Nolan,1,2,Nolan,Azeem,Mallon,Siddiqui,Sobrinho-Wheeler,Hicks,McGuirk,Pierre,Simmons,Zondervan,Skeadas,Moree,McGovern,Levy,Eckstut
Nolan,1,2,Nolan,Carlone,Toner,McGovern,Azeem,Levy,McGuirk,Zondervan,Siddiqui,Pierre,Moree,Hicks,Eckstut,Bullister,Skeadas
Nolan,6,2,Nolan,Williams,Carlone,Bullister,,,,,,,,,,,
Nolan,6,2,Nolan,McGovern,,,,,,,,,,,,,
Nolan,6,2,Nolan,,,,,,,,,,,,,,
Nolan,6,2,Nolan,Simmons,Bullister,Carlone,Azeem,Zondervan,Siddiqui,McGovern,Mallon,McGuirk,Moree,Sobrinho-Wheeler,Skeadas,Toner,Williams
Nolan,6,2,Nolan,Carlone,Williams,Skeadas,Zondervan,Hicks,Sobrinho-Wheeler,Siddiqui,,,,,,,
Nolan,6,2,Nolan,Carlone,Bullister,Sobrinho-Wheeler,Williams,Mallon,McGuirk,,,,,,,,
Nolan,6,2,Nolan,Siddiqui,Mallon,McGovern,Zondervan,Simmons,,,,,,,,,
Nolan,6,2,Nolan,Simmons,Azeem,Siddiqui,McGovern,Skeadas,Williams,Mallon,,,,,,,
Nolan,6,2,Nolan,McGovern,,,,,,,,,,,,,
Nolan,6,2,Nolan,Simmons,McGovern,,,,,,,,,,,,
Nolan,6,2,Nolan,McGuirk,Hicks,,,,,,,,,,,,
Nolan,6,2,Nolan,Siddiqui,Williams,Bullister,Simmons,Zondervan,Skeadas,Mallon,McGuirk,,,,,,
Nolan,6,2,Nolan,Hicks,Mallon,Toner,Skeadas,Williams,,,,,,,,,
Nolan,6,2,Nolan,Siddiqui,McGovern,,,,,,,,,,,,
Nolan,6,2,Nolan,McGovern,Simmons,Toner,,,,,,,,,,,
Nolan,6,2,Nolan,,,,,,,,,,,,,,
Nolan,6,2,Nolan,Azeem,Simmons,Mallon,Siddiqui,Skeadas,McGovern,Williams,,,,,,,
Nolan,6,2,Nolan,Siddiqui,Carlone,McGovern,Simmons,,,,,,,,,,
Nolan,6,2,Nolan,Toner,Simmons,Siddiqui,Mallon,McGovern,Carlone,Williams,,,,,,,
Nolan,6,2,Nolan,Williams,Carlone,Bullister,,,,,,,,,,,
Nolan,6,2,Nolan,McGovern,Siddiqui,Simmons,Zondervan,Sobrinho-Wheeler,Mallon,Carlone,,,,,,,
Nolan,6,2,Nolan,Eckstut,Carlone,Skeadas,McGovern,Williams,Siddiqui,Sobrinho-Wheeler,Zondervan,Mallon,,,,,
Nolan,6,2,Nolan,Simmons,Bullister,Williams,Mallon,McGovern,,,,,,,,,
Nolan,6,2,Nolan,Siddiqui,Simmons,McGovern,Azeem,Hicks,Skeadas,Mallon,McGuirk,Sobrinho-Wheeler,Toner,Zondervan,,,
Nolan,6,2,Nolan,Carlone,Zondervan,Sobrinho-Wheeler,Williams,Bullister,McGuirk,Skeadas,Toner,McGovern,Siddiqui,Mallon,Simmons,Azeem,Levy
Nolan,6,2,Nolan,Mallon,Azeem,Zondervan,Levy,McGovern,Siddiqui,Bullister,Skeadas,McGuirk,Simmons,Williams,Moree,Eckstut,Toner
Nolan,6,2,Nolan,Siddiqui,Simmons,Mallon,Zondervan,Sobrinho-Wheeler,McGovern,Carlone,Bullister,,,,,,
Nolan,6,2,Nolan,Azeem,Simmons,Mallon,Williams,Carlone,Siddiqui,Zondervan,,,,,,,
Nolan,6,2,Nolan,Azeem,Bullister,Sobrinho-Wheeler,Zondervan,Siddiqui,McGovern,Skeadas,Mallon,Pierre,,,,,
Nolan,6,2,Nolan,Simmons,Williams,McGovern,Azeem,Toner,Siddiqui,Moree,Carlone,,,,,,
Nolan,6,2,Nolan,Carlone,Williams,Zondervan,Sobrinho-Wheeler,,,,,,,,,,
Nolan,6,2,Nolan,Williams,Carlone,Zondervan,Sobrinho-Wheeler,,,,,,,,,,
Nolan,6,2,Nolan,Simmons,Sobrinho-Wheeler,McGovern,Zondervan,Mallon,Carlone,,,,,,,,
Nolan,6,2,Nolan,Siddiqui,Carlone,Mallon,McGovern,Sobrinho-Wheeler,Zondervan,Williams,Toner,Skeadas,Simmons,Moree,McGuirk,Levy,Hicks
Nolan,6,2,Nolan,Sobrinho-Wheeler,,,,,,,,,,,,,
Nolan,6,2,Nolan,,,,,,,,,,,,,,
Nolan,6,2,Nolan,Carlone,Zondervan,Bullister,,,,,,,,,,,
Nolan,6,2,Nolan,Siddiqui,Sobrinho-Wheeler,Zondervan,Mallon,McGuirk,McGovern,,,,,,,,
Nolan,6,2,Nolan,Siddiqui,Mallon,Williams,Simmons,,,,,,,,,,
Nolan,6,2,Nolan,Williams,Bullister,Carlone,Siddiqui,McGovern,Toner,McGuirk,Mallon,Azeem,,,,,
Nolan,6,2,Nolan,McGovern,Bullister,Carlone,Williams,,,,,,,,,,
Nolan,6,2,Nolan,,,,,,,,,,,,,,
Nolan,6,2,Nolan,Bullister,Siddiqui,Sobrinho-Wheeler,,,,,,,,,,,
Nolan,6,2,Nolan,,,,,,,,,,,,,,
Nolan,6,2,Nolan,Carlone,Siddiqui,Toner,Zondervan,,,,,,,,,,
Nolan,6,2,Nolan,Bullister,Zondervan,Sobrinho-Wheeler,Carlone,,,,,,,,,,
Nolan,6,2,Nolan,Skeadas,McGuirk,Williams,Mallon,Simmons,McGovern,Siddiqui,Carlone,,,,,,
Nolan,6,2,Nolan,Skeadas,Levy,Carlone,Moree,Mallon,,,,,,,,,
Nolan,6,2,Nolan,Bullister,Carlone,Williams,,,,,,,,,,,
Nolan,6,2,Nolan,McGovern,Simmons,McGuirk,Azeem,,,,,,,,,,
Nolan,6,2,Nolan,Mallon,Hicks,Skeadas,Sobrinho-Wheeler,Zondervan,Carlone,Siddiqui,,,,,,,
Nolan,6,2,Nolan,Sobrinho-Wheeler,Carlone,Simmons,Siddiqui,Zondervan,,,,,,,,,
Nolan,6,2,Nolan,Simmons,Toner,McGovern,Carlone,McGuirk,,,,,,,,,
Nolan,6,2,Nolan,Mallon,Siddiqui,Azeem,Skeadas,Zondervan,McGovern,,,,,,,,
Nolan,6,2,Nolan,Zondervan,Sobrinho-Wheeler,Williams,Carlone,Azeem,Siddiqui,McGovern,Mallon,Hicks,Skeadas,,,,
Nolan,8,1,Nolan,Carlone,Williams,Siddiqui,Azeem,Mallon,,,,,,,,,
Nolan,8,1,Nolan,Simmons,Hicks,Levy,McGuirk,Pierre,Williams,,,,,,,,
Nolan,8,1,Nolan,Simmons,Williams,Carlone,Mallon,Bullister,Siddiqui,Skeadas,Moree,McGovern,Hicks,Toner,McGuirk,Azeem,
Nolan,8,1,Nolan,Carlone,Mallon,Toner,Siddiqui,Skeadas,,,,,,,,,
Nolan,8,1,Nolan,Simmons,Siddiqui,Mallon,Carlone,McGovern,Williams,Skeadas,Bullister,Toner,Azeem,Levy,McGuirk,,
Nolan,8,1,Nolan,,,,,,,,,,,,,,
Nolan,8,1,Nolan,Skeadas,Carlone,Siddiqui,Simmons,Sobrinho-Wheeler,Mallon,McGovern,Toner,Williams,Zondervan,Pierre,Moree,McGuirk,
Nolan,8,1,Nolan,Siddiqui,Skeadas,Simmons,Carlone,McGovern,,,,,,,,,
Nolan,8,1,Nolan,Skeadas,Carlone,Siddiqui,Zondervan,Sobrinho-Wheeler,Mallon,McGovern,Simmons,Toner,,,,,
Nolan,8,1,Nolan,Skeadas,Zondervan,McGovern,Williams,,,,,,,,,,
Nolan,8,1,Nolan,Siddiqui,,,,,,,,,,,,,
Nolan,8,1,Nolan,Siddiqui,Simmons,,,,,,,,,,,,
Nolan,8,1,Nolan,Siddiqui,Simmons,Skeadas,Carlone,,,,,,,,,,
Nolan,8,1,Nolan,McGovern,Simmons,,,,,,,,,,,,
Nolan,8,1,Nolan,Carlone,Skeadas,Moree,Levy,Eckstut,Bullister,Azeem,Simmons,Zondervan,,,,,
Nolan,8,1,Nolan,Carlone,Williams,Bullister,Zondervan,,,,,,,,,,
Nolan,8,1,Nolan,Pierre,Siddiqui,Skeadas,Zondervan,Azeem,Carlone,Levy,Sobrinho-Wheeler,Hicks,,,,,
Nolan,8,1,Nolan,,,,,,,,,,,,,,
Nolan,8,1,Nolan,Zondervan,Sobrinho-Wheeler,Bullister,Siddiqui,Williams,McGovern,Azeem,Skeadas,,,,,,
Nolan,8,1,Nolan,Carlone,Williams,Siddiqui,Azeem,Mallon,,,,,,,,,
