pile,ward,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15
Nolan,8,1,Nolan,McGovern,Simmons,Toner,Bullister,,,,,,,,,,
Nolan,8,1,Nolan,McGovern,Siddiqui,,,,,,,,,,,,
Nolan,8,1,Nolan,Williams,Carlone,Bullister,Hicks,,,,,,,,,,
Nolan,8,1,Nolan,Skeadas,Carlone,Toner,McGovern,Siddiqui,Zondervan,,,,,,,,
Nolan,8,1,Nolan,McGovern,Simmons,Siddiqui,Carlone,Hicks,Williams,,,,,,,,
Nolan,8,1,Nolan,Carlone,Mallon,Toner,Skeadas,Siddiqui,Bullister,Zondervan,McGovern,Simmons,,,,,
Nolan,8,1,Nolan,Toner,Siddiqui,Mallon,Williams,Pierre,,,,,,,,,
Nolan,8,1,Nolan,Mallon,Siddiqui,Skeadas,Sobrinho-Wheeler,Bullister,Williams,Azeem,Simmons,,,,,,
Nolan,8,1,Nolan,McGovern,Azeem,Simmons,McGuirk,Siddiqui,Hicks,Carlone,Mallon,Toner,Williams,Bullister,,,
Nolan,8,1,Nolan,Carlone,Williams,Bullister,Pierre,Siddiqui,Toner,,,,,,,,
Nolan,8,1,Nolan,Williams,Carlone,Bullister,,,,,,,,,,,
Nolan,8,1,Nolan,McGovern,Siddiqui,Simmons,Mallon,Carlone,Hicks,Zondervan,,,,,,,
Nolan,8,1,Nolan,Carlone,Zondervan,Sobrinho-Wheeler,Hicks,Skeadas,Toner,,,,,,,,
Nolan,8,1,Nolan,McGovern,Azeem,Simmons,Carlone,Siddiqui,McGuirk,Bullister,Mallon,Toner,Hicks,,,,
Nolan,8,1,Nolan,Williams,Carlone,Bullister,,,,,,,,,,,
Nolan,8,1,Nolan,Toner,Carlone,Bullister,Zondervan,Skeadas,Eckstut,Williams,McGuirk,,,,,,
Nolan,8,1,Nolan,Skeadas,Siddiqui,Simmons,McGovern,Zondervan,Sobrinho-Wheeler,McGuirk,Mallon,,,,,,
Nolan,8,1,Nolan,Williams,Carlone,Zondervan,,,,,,,,,,,
Nolan,8,1,Nolan,Williams,Carlone,Zondervan,,,,,,,,,,,
Nolan,8,1,Nolan,Siddiqui,Mallon,,,,,,,,,,,,
Nolan,8,1,Nolan,Carlone,Bullister,,,,,,,,,,,,
Nolan,8,1,Nolan,Carlone,,,,,,,,,,,,,
Nolan,8,1,Nolan,McGovern,Simmons,,,,,,,,,,,,
Nolan,8,1,Nolan,Williams,Carlone,Bullister,Hicks,,,,,,,,,,
Nolan,8,1,Nolan,Bullister,Carlone,Williams,Hicks,Moree,Siddiqui,,,,,,,,
Nolan,11,3,Nolan,Zondervan,,,,,,,,,,,,,
Nolan,11,3,Nolan,Sobrinho-Wheeler,Siddiqui,Azeem,,,,,,,,,,,
Nolan,11,3,Nolan,Williams,,,,,,,,,,,,,
Nolan,11,3,Nolan,Carlone,Williams,McGuirk,Bullister,Toner,McGovern,,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Simmons,Mallon,McGovern,Carlone,Zondervan,Sobrinho-Wheeler,,,,,,,
Nolan,11,3,Nolan,Williams,Levy,Carlone,Siddiqui,,,,,,,,,,
Nolan,11,3,Nolan,Pierre,Zondervan,,,,,,,,,,,,
Nolan,11,3,Nolan,Zondervan,Sobrinho-Wheeler,Hicks,Azeem,Skeadas,Pierre,,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Mallon,Williams,Simmons,Zondervan,Sobrinho-Wheeler,McGovern,Carlone,Bullister,McGuirk,Skeadas,Hicks,Azeem,Toner
Nolan,11,3,Nolan,Mallon,Bullister,Siddiqui,Zondervan,Skeadas,Azeem,Simmons,McGovern,Sobrinho-Wheeler,McGuirk,Carlone,Toner,Levy,Williams
Nolan,11,3,Nolan,,,,,,,,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Zondervan,Williams,Simmons,Sobrinho-Wheeler,McGovern,Skeadas,Azeem,,,,,,
Nolan,11,3,Nolan,Mallon,Bullister,Toner,Sobrinho-Wheeler,Azeem,Carlone,McGovern,Levy,Moree,Pierre,McGuirk,,,
Nolan,11,3,Nolan,McGovern,Siddiqui,Simmons,Zondervan,Sobrinho-Wheeler,Mallon,Azeem,Carlone,,,,,,
Nolan,11,3,Nolan,McGovern,Pierre,Toner,Williams,Hicks,Siddiqui,Simmons,Carlone,,,,,,
Nolan,11,3,Nolan,Siddiqui,Zondervan,McGovern,,,,,,,,,,,
Nolan,11,3,Nolan,Sobrinho-Wheeler,Siddiqui,,,,,,,,,,,,
Nolan,11,3,Nolan,Sobrinho-Wheeler,McGovern,,,,,,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Simmons,Azeem,Skeadas,Bullister,McGuirk,Williams,Zondervan,Sobrinho-Wheeler,Mallon,,,,
Nolan,11,3,Nolan,Toner,McGovern,,,,,,,,,,,,
Nolan,11,3,Nolan,Williams,Carlone,Zondervan,Sobrinho-Wheeler,Hicks,Siddiqui,Toner,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Mallon,Simmons,,,,,,,,,,,
Nolan,11,3,Nolan,Simmons,Zondervan,Sobrinho-Wheeler,Siddiqui,Pierre,McGovern,,,,,,,,
Nolan,11,3,Nolan,Zondervan,Siddiqui,Azeem,Sobrinho-Wheeler,Bullister,,,,,,,,,
Nolan,11,3,Nolan,Sobrinho-Wheeler,Azeem,Bullister,Siddiqui,Mallon,Skeadas,Williams,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Skeadas,Sobrinho-Wheeler,Williams,Carlone,Levy,Mallon,Hicks,Bullister,,,,,
Nolan,11,3,Nolan,Toner,,,,,,,,,,,,,
Nolan,11,3,Nolan,McGovern,Siddiqui,,,,,,,,,,,,
Nolan,11,3,Nolan,Zondervan,Bullister,Skeadas,Mallon,Sobrinho-Wheeler,Siddiqui,Simmons,McGovern,,,,,,
Nolan,11,3,Nolan,Simmons,Skeadas,Bullister,Siddiqui,McGovern,Zondervan,Mallon,Carlone,Toner,Sobrinho-Wheeler,Azeem,,,
Nolan,11,3,Nolan,Carlone,Williams,Zondervan,Bullister,Skeadas,Hicks,Siddiqui,Sobrinho-Wheeler,,,,,,
Nolan,11,3,Nolan,McGovern,Pierre,Toner,Williams,Hicks,Siddiqui,Simmons,Carlone,,,,,,
Nolan,11,3,Nolan,Zondervan,Carlone,Sobrinho-Wheeler,Williams,Hicks,Skeadas,Bullister,Siddiqui,McGovern,,,,,
Nolan,11,3,Nolan,Toner,Siddiqui,Bullister,Carlone,Simmons,,,,,,,,,
Nolan,11,3,Nolan,Simmons,Siddiqui,,,,,,,,,,,,
Nolan,11,3,Nolan,Carlone,Williams,Hicks,Zondervan,Skeadas,Sobrinho-Wheeler,,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Skeadas,Mallon,Levy,Zondervan,Pierre,Carlone,McGovern,Sobrinho-Wheeler,,,,,
Nolan,11,3,Nolan,Siddiqui,Skeadas,Simmons,McGuirk,Carlone,Bullister,Williams,Toner,Eckstut,Azeem,McGovern,Moree,Zondervan,Hicks
Nolan,11,3,Nolan,Toner,Simmons,Hicks,Zondervan,Williams,Sobrinho-Wheeler,McGovern,Eckstut,Azeem,Sobrinho-Wheeler,Carlone,Bullister,Mallon,Levy
Nolan,11,3,Nolan,Toner,Williams,Skeadas,Moree,Bullister,Mallon,Levy,Azeem,McGovern,Pierre,,,,
Nolan,11,3,Nolan,McGovern,Siddiqui,Toner,Sobrinho-Wheeler,Mallon,Carlone,Zondervan,Simmons,,,,,,
Nolan,11,3,Nolan,Williams,Carlone,Zondervan,Skeadas,,,,,,,,,,
Nolan,11,3,Nolan,Zondervan,Sobrinho-Wheeler,Skeadas,Carlone,,,,,,,,,,
Nolan,11,3,Nolan,Carlone,Williams,Bullister,Skeadas,,,,,,,,,,
Nolan,11,3,Nolan,Pierre,Siddiqui,Bullister,Toner,Skeadas,Williams,Azeem,Simmons,Mallon,,,,,
Nolan,11,3,Nolan,Sobrinho-Wheeler,Zondervan,Simmons,McGovern,,,,,,,,,,
Nolan,11,3,Nolan,Carlone,Williams,Bullister,Skeadas,,,,,,,,,,
Nolan,11,3,Nolan,Azeem,Bullister,Mallon,Williams,McGovern,Pierre,Siddiqui,Simmons,Toner,Skeadas,Moree,McGuirk,Carlone,Hicks
Nolan,11,3,Nolan,Toner,Sobrinho-Wheeler,Carlone,Mallon,McGovern,McGuirk,Eckstut,Hicks,Pierre,Moree,Siddiqui,Simmons,Zondervan,Skeadas
Nolan,11,3,Nolan,McGovern,Toner,Simmons,Levy,McGuirk,Hicks,Bullister,Williams,,,,,,
Nolan,11,3,Nolan,Siddiqui,Skeadas,Sobrinho-Wheeler,Zondervan,McGovern,Mallon,Azeem,Toner,Hicks,Carlone,,,,
Nolan,11,3,Nolan,Zondervan,Sobrinho-Wheeler,Skeadas,,,,,,,,,,,
Nolan,11,3,Nolan,Zondervan,Carlone,Siddiqui,Sobrinho-Wheeler,Azeem,Mallon,Hicks,,,,,,,
Nolan,11,3,Nolan,Carlone,McGuirk,,,,,,,,,,,,
Nolan,11,3,Nolan,Simmons,McGovern,,,,,,,,,,,,
Nolan,11,3,Nolan,Carlone,McGuirk,Williams,,,,,,,,,,,
Nolan,11,3,Nolan,Toner,McGuirk,Simmons,,,,,,,,,,,
Nolan,11,3,Nolan,Siddiqui,Simmons,Moree,McGovern,Pierre,McGuirk,Toner,Sobrinho-Wheeler,Skeadas,Williams,Zondervan,Azeem,Bullister,
Nolan,11,3,Nolan,Zondervan,Mallon,Siddiqui,Sobrinho-Wheeler,Skeadas,Carlone,Williams,,,,,,,
Nolan,11,3,Nolan,Simmons,Toner,McGuirk,Williams,Skeadas,Carlone,,,,,,,,
Nolan,11,3,Nolan,Carlone,Williams,Siddiqui,,,,,,,,,,,
Nolan,11,3,Nolan,Simmons,Zondervan,Sobrinho-Wheeler,Siddiqui,Mallon,McGovern,Carlone,Bullister,Williams,Toner,Pierre,Hicks,Azeem,McGuirk
Nolan,11,3,Nolan,Siddiqui,Carlone,Williams,Zondervan,Azeem,Skeadas,Sobrinho-Wheeler,McGovern,,,,,,
Nolan,3,2A,Nolan,Azeem,McGuirk,Eckstut,Siddiqui,Carlone,Bullister,McGovern,Sobrinho-Wheeler,,,,,,
Nolan,3,2A,Nolan,Williams,McGovern,,,,,,,,,,,,
Nolan,3,2A,Nolan,Siddiqui,Pierre,,,,,,,,,,,,
Nolan,3,2A,Nolan,Siddiqui,McGuirk,Carlone,,,,,,,,,,,
Nolan,3,2A,Nolan,Mallon,Zondervan,Siddiqui,Hicks,Skeadas,Williams,Azeem,Sobrinho-Wheeler,Carlone,Simmons,,,,
Nolan,3,2A,Nolan,Zondervan,Siddiqui,Mallon,Toner,Azeem,Carlone,Skeadas,Simmons,Bullister,Williams,,,,
Nolan,3,2A,Nolan,Simmons,Hicks,Siddiqui,Toner,Mallon,McGovern,Williams,Zondervan,Carlone,Sobrinho-Wheeler,Levy,McGuirk,Moree,Pierre
Nolan,3,2A,Nolan,Siddiqui,Bullister,Eckstut,McGuirk,Williams,McGovern,Simmons,Skeadas,Sobrinho-Wheeler,,,,,
Nolan,3,2A,Nolan,Siddiqui,Mallon,Toner,Skeadas,,,,,,,,,,
Nolan,3,2A,Nolan,Mallon,Skeadas,Siddiqui,Toner,Williams,Simmons,Zondervan,,,,,,,
Nolan,3,2A,Nolan,Siddiqui,McGovern,,,,,,,,,,,,
Nolan,5,3,Nolan,Hicks,Carlone,McGuirk,McGovern,Zondervan,Skeadas,Simmons,,,,,,,
Nolan,5,3,Nolan,Siddiqui,Sobrinho-Wheeler,Mallon,Simmons,,,,,,,,,,
Nolan,5,3,Nolan,Williams,Carlone,Bullister,Skeadas,,,,,,,,,,
Nolan,5,3,Nolan,Carlone,Williams,Bullister,Zondervan,,,,,,,,,,
Nolan,5,3,Nolan,Carlone,Williams,Skeadas,,,,,,,,,,,
Nolan,5,3,Nolan,Zondervan,,,,,,,,,,,,,
Nolan,5,3,Nolan,Bullister,Azeem,Siddiqui,Williams,Simmons,Mallon,Carlone,McGuirk,,,,,,
Nolan,5,3,Nolan,Carlone,Williams,Hicks,McGovern,Mallon,Siddiqui,Zondervan,Azeem,Eckstut,,,,,
Nolan,5,3,Nolan,Mallon,Carlone,,,,,,,,,,,,
Nolan,5,3,Nolan,Carlone,Williams,Skeadas,Siddiqui,Simmons,McGovern,,,,,,,,
Nolan,5,3,Nolan,Zondervan,Simmons,Siddiqui,Sobrinho-Wheeler,Bullister,Levy,McGuirk,Williams,,,,,,
Nolan,5,3,Nolan,Simmons,Mallon,McGuirk,Zondervan,Azeem,McGovern,Carlone,,,,,,,
Nolan,5,3,Nolan,McGuirk,Eckstut,,,,,,,,,,,,
Nolan,5,3,Nolan,Siddiqui,,,,,,,,,,,,,
Nolan,5,3,Nolan,Simmons,Skeadas,Carlone,Siddiqui,Williams,,,,,,,,,
Nolan,5,3,Nolan,Carlone,Williams,McGovern,Siddiqui,Simmons,Azeem,Hicks,Mallon,Toner,Sobrinho-Wheeler,,,,
Nolan,5,3,Nolan,Toner,,,,,,,,,,,,,
Nolan,5,3,Nolan,,,,,,,,,,,,,,
Nolan,5,3,Nolan,Hicks,McGovern,,,,,,,,,,,,
Nolan,5,3,Nolan,Williams,Zondervan,Skeadas,Sobrinho-Wheeler,Carlone,Hicks,,,,,,,,
Nolan,5,3,Nolan,Skeadas,Bullister,Sobrinho-Wheeler,Azeem,Mallon,Carlone,,,,,,,,
Nolan,5,3,Nolan,Siddiqui,Carlone,Williams,Skeadas,McGovern,Mallon,Toner,,,,,,,
Nolan,5,3,Nolan,Zondervan,Williams,Sobrinho-Wheeler,Siddiqui,Skeadas,McGovern,Mallon,Azeem,Levy,Hicks,Bullister,Carlone,Simmons,McGuirk
Nolan,5,3,Nolan,,,,,,,,,,,,,,
Nolan,5,3,Nolan,McGovern,Simmons,Siddiqui,,,,,,,,,,,
Nolan,5,3,Nolan,McGovern,Simmons,Siddiqui,Mallon,,,,,,,,,,
Nolan,5,3,Nolan,Zondervan,Simmons,Siddiqui,Sobrinho-Wheeler,Bullister,Mallon,McGovern,Williams,,,,,,
Nolan,5,3,Nolan,Mallon,Sobrinho-Wheeler,Carlone,Levy,,,,,,,,,,
Nolan,5,3,Nolan,Williams,Zondervan,Skeadas,Sobrinho-Wheeler,Carlone,Hicks,,,,,,,,
Nolan,5,3,Nolan,Williams,Carlone,Bullister,Siddiqui,,,,,,,,,,
Nolan,5,3,Nolan,Sobrinho-Wheeler,Mallon,Williams,Hicks,,,,,,,,,,
Nolan,5,3,Nolan,Toner,McGovern,Bullister,Mallon,Carlone,,,,,,,,,
Nolan,5,3,Nolan,Siddiqui,Skeadas,,,,,,,,,,,,
Nolan,5,3,Nolan,Sobrinho-Wheeler,Mallon,Siddiqui,,,,,,,,,,,
Nolan,5,3,Nolan,Mallon,Siddiqui,Azeem,,,,,,,,,,,
Nolan,5,3,Nolan,McGovern,Bullister,Siddiqui,Skeadas,Sobrinho-Wheeler,,,,,,,,,
Nolan,5,3,Nolan,Williams,Carlone,Skeadas,,,,,,,,,,,
Nolan,5,3,Nolan,Pierre,Zondervan,Williams,Siddiqui,Sobrinho-Wheeler,McGuirk,Azeem,McGovern,Skeadas,Mallon,,,,
Nolan,5,3,Nolan,McGuirk,Zondervan,Simmons,Siddiqui,Carlone,,,,,,,,,
Nolan,5,3,Nolan,McGovern,Mallon,Simmons,Skeadas,,,,,,,,,,
Nolan,5,3,Nolan,McGovern,Simmons,Siddiqui,,,,,,,,,,,
Nolan,5,3,Nolan,Toner,McGuirk,McGovern,Mallon,,,,,,,,,,
Nolan,5,3,Nolan,McGuirk,Mallon,Sobrinho-Wheeler,Carlone,Williams,Toner,Skeadas,Zondervan,Azeem,Bullister,Eckstut,Moree,Hicks,Siddiqui
Nolan,6,3,Nolan,,,,,,,,,,,,,,
Nolan,6,3,Nolan,Mallon,Hicks,Toner,Bullister,,,,,,,,,,
Nolan,6,3,Nolan,Skeadas,McGovern,Siddiqui,Zondervan,Bullister,Sobrinho-Wheeler,Mallon,Azeem,Simmons,Williams,McGuirk,Carlone,Pierre,Hicks
Nolan,6,3,Nolan,Mallon,Williams,Siddiqui,,,,,,,,,,,
Nolan,6,3,Nolan,Zondervan,Sobrinho-Wheeler,Skeadas,Carlone,Bullister,Azeem,Williams,Mallon,Simmons,Eckstut,Hicks,,,
Nolan,6,3,Nolan,Siddiqui,Zondervan,Azeem,Hicks,Mallon,Williams,Sobrinho-Wheeler,,,,,,,
Nolan,6,3,Nolan,Mallon,Siddiqui,Williams,Simmons,,,,,,,,,,
Nolan,6,3,Nolan,McGuirk,Mallon,McGovern,Simmons,Williams,,,,,,,,,
Nolan,6,3,Nolan,Zondervan,Siddiqui,Mallon,Sobrinho-Wheeler,Williams,Carlone,Simmons,Skeadas,,,,,,
Nolan,6,3,Nolan,Williams,Toner,Moree,McGovern,Carlone,Mallon,Sobrinho-Wheeler,Siddiqui,,,,,,
Nolan,6,3,Nolan,Zondervan,Simmons,Azeem,Skeadas,Bullister,Mallon,Siddiqui,McGuirk,Pierre,McGovern,Eckstut,Sobrinho-Wheeler,,
Nolan,6,3,Nolan,Mallon,McGovern,Siddiqui,,,,,,,,,,,
Nolan,6,3,Nolan,Siddiqui,Simmons,Skeadas,McGovern,Bullister,,,,,,,,,
Nolan,6,3,Nolan,Levy,McGovern,Simmons,Mallon,Bullister,Eckstut,Hicks,McGuirk,Moree,Pierre,Toner,Williams,,
Nolan,6,3,Nolan,Toner,McGuirk,Siddiqui,,,,,,,,,,,
Nolan,6,3,Nolan,Carlone,Bullister,Williams,,,,,,,,,,,
Nolan,6,3,Nolan,Zondervan,Sobrinho-Wheeler,,,,,,,,,,,,
Nolan,6,3,Nolan,Carlone,Williams,Bullister,,,,,,,,,,,
Nolan,6,3,Nolan,Carlone,Mallon,McGovern,Siddiqui,Simmons,Sobrinho-Wheeler,Zondervan,Azeem,Bullister,Eckstut,Hicks,Levy,McGuirk,Moree
Nolan,6,3,Nolan,Mallon,Siddiqui,Williams,,,,,,,,,,,
Nolan,6,3,Nolan,Siddiqui,Simmons,Williams,McGovern,Mallon,Azeem,,,,,,,,
Nolan,6,3,Nolan,Carlone,Siddiqui,Zondervan,Williams,Sobrinho-Wheeler,,,,,,,,,
Nolan,6,3,Nolan,Levy,McGovern,Simmons,Mallon,Bullister,Eckstut,Hicks,McGuirk,Moree,Pierre,Toner,Williams,,
Nolan,6,3,Nolan,Siddiqui,Skeadas,Sobrinho-Wheeler,Zondervan,Pierre,Levy,McGuirk,Toner,Simmons,,,,,
Nolan,6,3,Nolan,Zondervan,Mallon,Skeadas,Sobrinho-Wheeler,Azeem,Pierre,Bullister,Toner,Hicks,,,,,
Nolan,6,3,Nolan,Siddiqui,Simmons,Mallon,McGovern,Hicks,Azeem,Williams,Sobrinho-Wheeler,,,,,,
Nolan,6,3,Nolan,Azeem,Bullister,McGovern,Simmons,Toner,Skeadas,Siddiqui,Carlone,,,,,,
Nolan,6,3,Nolan,Mallon,Toner,Siddiqui,Sobrinho-Wheeler,Williams,Hicks,McGovern,Skeadas,,,,,,
Nolan,6,3,Nolan,Siddiqui,Simmons,Mallon,Williams,Toner,,,,,,,,,
Nolan,6,3,Nolan,Williams,Siddiqui,Mallon,Carlone,Toner,Skeadas,Bullister,Azeem,Zondervan,Sobrinho-Wheeler,McGovern,Hicks,Levy,Moree
Nolan,6,3,Nolan,McGovern,Simmons,Toner,Moree,,,,,,,,,,
Nolan,6,3,Nolan,Siddiqui,Simmons,Toner,,,,,,,,,,,
Nolan,6,3,Nolan,Simmons,Zondervan,Carlone,,,,,,,,,,,
Nolan,6,3,Nolan,Carlone,Bullister,Williams,Sobrinho-Wheeler,Zondervan,Pierre,McGovern,McGuirk,Skeadas,Mallon,Levy,Azeem,,
Nolan,6,3,Nolan,Williams,Carlone,,,,,,,,,,,,
Nolan,6,3,Nolan,McGovern,Simmons,Toner,Moree,,,,,,,,,,
Nolan,6,3,Nolan,Williams,McGovern,Pierre,Siddiqui,Sobrinho-Wheeler,Azeem,Simmons,Mallon,Zondervan,Skeadas,Hicks,,,
Nolan,6,3,Nolan,Carlone,Bullister,Williams,Mallon,,,,,,,,,,
Nolan,6,3,Nolan,Williams,Carlone,Bullister,,,,,,,,,,,
Nolan,6,3,Nolan,Carlone,Williams,Bullister,,,,,,,,,,,
Nolan,6,3,Nolan,Williams,Carlone,,,,,,,,,,,,
Nolan,6,3,Nolan,Simmons,,,,,,,,,,,,,
Nolan,6,3,Nolan,Bullister,Azeem,Zondervan,Carlone,Siddiqui,McGuirk,Toner,Mallon,Sobrinho-Wheeler,,,,,
Nolan,6,3,Nolan,Eckstut,Skeadas,Carlone,Zondervan,Simmons,Sobrinho-Wheeler,Azeem,Bullister,Williams,,,,,
Nolan,6,3,Nolan,Williams,Carlone,,,,,,,,,,,,
Nolan,6,3,Nolan,Williams,,,,,,,,,,,,,
Nolan,6,3,Nolan,Siddiqui,Simmons,Zondervan,Mallon,,,,,,,,,,
Nolan,6,3,Nolan,Williams,Bullister,Carlone,,,,,,,,,,,
Nolan,6,3,Nolan,Siddiqui,Simmons,Skeadas,Toner,Williams,,,,,,,,,
Nolan,6,3,Nolan,Siddiqui,Azeem,Mallon,Sobrinho-Wheeler,Zondervan,Simmons,,,,,,,,
Nolan,6,3,Nolan,Bullister,Azeem,Zondervan,Carlone,Siddiqui,McGuirk,Toner,Mallon,Sobrinho-Wheeler,,,,,
Nolan,6,3,Nolan,Zondervan,Mallon,Skeadas,Sobrinho-Wheeler,Azeem,Pierre,Bullister,Toner,Hicks,,,,,
Nolan,6,3,Nolan,Mallon,McGovern,Carlone,Simmons,Siddiqui,Skeadas,Sobrinho-Wheeler,,,,,,,
Nolan,6,3,Nolan,Zondervan,Carlone,Siddiqui,Simmons,Azeem,Mallon,,,,,,,,
Nolan,6,3,Nolan,Hicks,Sobrinho-Wheeler,Skeadas,Williams,Zondervan,Carlone,Bullister,Siddiqui,Mallon,,,,,
Nolan,6,3,Nolan,Carlone,Azeem,Siddiqui,Williams,Skeadas,,,,,,,,,
Nolan,6,3,Nolan,Bullister,Carlone,Williams,,,,,,,,,,,
Nolan,6,3,Nolan,McGovern,Mallon,Skeadas,Bullister,Simmons,McGuirk,Siddiqui,,,,,,,
Nolan,6,3,Nolan,Mallon,McGovern,Carlone,Siddiqui,Simmons,Skeadas,Sobrinho-Wheeler,,,,,,,
Nolan,6,3,Nolan,Simmons,Eckstut,Azeem,Sobrinho-Wheeler,Siddiqui,McGuirk,,,,,,,,
Nolan,6,3,Nolan,Carlone,Siddiqui,Williams,Simmons,Zondervan,Sobrinho-Wheeler,Skeadas,Azeem,Mallon,McGovern,Hicks,Toner,,
Nolan,1,3,Nolan,Sobrinho-Wheeler,Mallon,Carlone,Zondervan,Skeadas,Hicks,Williams,,,,,,,
Nolan,1,3,Nolan,Carlone,Williams,Bullister,,,,,,,,,,,
Nolan,1,3,Nolan,Zondervan,Carlone,Siddiqui,Bullister,Williams,,,,,,,,,
Nolan,1,3,Nolan,Pierre,Simmons,,,,,,,,,,,,
Nolan,1,3,Nolan,Zondervan,Hicks,,,,,,,,,,,,
Nolan,1,3,Nolan,Hicks,Moree,Carlone,McGovern,Bullister,Azeem,,,,,,,,
Nolan,1,3,Nolan,,,,,,,,,,,,,,
Nolan,1,3,Nolan,Sobrinho-Wheeler,Zondervan,Skeadas,McGovern,Bullister,Siddiqui,Simmons,Carlone,Mallon,,,,,
Nolan,1,3,Nolan,Zondervan,Williams,McGovern,Siddiqui,,,,,,,,,,
Nolan,1,3,Nolan,McGuirk,Sobrinho-Wheeler,Mallon,Carlone,Azeem,Zondervan,Williams,Skeadas,,,,,,
Nolan,1,3,Nolan,Simmons,,,,,,,,,,,,,
Nolan,1,3,Nolan,Carlone,Toner,Williams,Skeadas,Bullister,Simmons,,,,,,,,
Nolan,1,3,Nolan,Azeem,Skeadas,Hicks,Sobrinho-Wheeler,Toner,Simmons,Williams,Bullister,Zondervan,,,,,
Nolan,1,3,Nolan,Siddiqui,Bullister,Mallon,Simmons,Eckstut,,,,,,,,,
Nolan,1,3,Nolan,Pierre,Siddiqui,Skeadas,Sobrinho-Wheeler,Williams,Azeem,Bullister,Carlone,,,,,,
Nolan,1,3,Nolan,McGovern,Siddiqui,Simmons,Skeadas,,,,,,,,,,
Nolan,1,3,Nolan,Siddiqui,McGovern,Mallon,Simmons,Pierre,Levy,Hicks,Zondervan,Williams,Sobrinho-Wheeler,Carlone,Toner,,
Nolan,1,3,Nolan,Carlone,Toner,Williams,Skeadas,Bullister,Simmons,,,,,,,,
Nolan,1,3,Nolan,McGovern,Siddiqui,Simmons,Skeadas,Sobrinho-Wheeler,Zondervan,Mallon,Levy,Hicks,Bullister,Toner,Williams,Azeem,McGuirk
Nolan,1,3,Nolan,Williams,Sobrinho-Wheeler,Hicks,Carlone,Bullister,Skeadas,Azeem,,,,,,,
Nolan,5,2,Nolan,Azeem,Zondervan,Skeadas,Sobrinho-Wheeler,Williams,Carlone,Eckstut,Mallon,McGuirk,McGovern,Bullister,Hicks,Levy,Siddiqui
Nolan,5,2,Nolan,Siddiqui,McGovern,Carlone,Zondervan,Azeem,Sobrinho-Wheeler,Mallon,McGuirk,,,,,,
Nolan,5,2,Nolan,Carlone,Skeadas,,,,,,,,,,,,
Nolan,5,2,Nolan,Siddiqui,Simmons,Sobrinho-Wheeler,Zondervan,Carlone,Mallon,McGovern,,,,,,,
Nolan,5,2,Nolan,Zondervan,Skeadas,Siddiqui,Bullister,Simmons,Williams,Carlone,Sobrinho-Wheeler,Hicks,Azeem,Mallon,McGovern,,
Nolan,5,2,Nolan,Zondervan,Siddiqui,McGovern,McGuirk,,,,,,,,,,
Nolan,5,2,Nolan,Sobrinho-Wheeler,Williams,Carlone,Bullister,,,,,,,,,,
Nolan,5,2,Nolan,Carlone,Williams,Siddiqui,Skeadas,Toner,Zondervan,Simmons,McGovern,Sobrinho-Wheeler,Bullister,,,,
Nolan,5,2,Nolan,McGovern,Toner,,,,,,,,,,,,
Nolan,5,2,Nolan,Sobrinho-Wheeler,Siddiqui,Mallon,Carlone,,,,,,,,,,
Nolan,5,2,Nolan,Bullister,Carlone,Williams,,,,,,,,,,,
Nolan,5,2,Nolan,Skeadas,Zondervan,Sobrinho-Wheeler,Siddiqui,Carlone,Williams,McGovern,Azeem,,,,,,
Nolan,5,2,Nolan,Bullister,Carlone,Williams,,,,,,,,,,,
Nolan,5,2,Nolan,Carlone,Sobrinho-Wheeler,Zondervan,Williams,Skeadas,Bullister,Hicks,,,,,,,
Nolan,5,2,Nolan,McGovern,Toner,Carlone,Siddiqui,Bullister,,,,,,,,,
Nolan,5,2,Nolan,Mallon,Carlone,Simmons,Zondervan,Bullister,Skeadas,Sobrinho-Wheeler,McGovern,Siddiqui,Williams,,,,
Nolan,5,2,Nolan,Mallon,Carlone,Simmons,Zondervan,Bullister,Skeadas,Sobrinho-Wheeler,McGovern,Siddiqui,Williams,,,,
Nolan,5,2,Nolan,Williams,Zondervan,McGovern,Siddiqui,Simmons,,,,,,,,,
Nolan,5,2,Nolan,Carlone,Williams,Siddiqui,Skeadas,Toner,Zondervan,Simmons,Sobrinho-Wheeler,McGovern,Bullister,,,,
Nolan,5,2,Nolan,Skeadas,Eckstut,Simmons,Zondervan,Sobrinho-Wheeler,Siddiqui,Azeem,Williams,Levy,Bullister,McGuirk,Pierre,,
Nolan,5,2,Nolan,McGovern,Carlone,Mallon,,,,,,,,,,,
Nolan,5,2,Nolan,Mallon,Simmons,McGovern,Siddiqui,Carlone,Sobrinho-Wheeler,Zondervan,,,,,,,
